Date,AGO,ARG,ARM,AUS,AUT,BDI,BEL,BEN,BFA,BGR,BHR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GAB,GBR,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LAO,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MEX,MLT,MNG,MOZ,MRT,MUS,MYS,NAM,NER,NGA,NIC,NLD,NOR,NZL,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SRB,SVK,SVN,SWE,SWZ,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UKR,URY,USA,VEN,ZAF,ZMB,ZWE
2001,0.663309,0.96854204,0.42258316,0.9465901,0.98225933,1.1648325,1.0156547,0.7613646,0.8726768,1.1046364,1.2967538,0.8977628,1.1433741,0.97732496,1.3174006,1.2344588,1.013513,0.97016925,1.0971895,0.81821865,0.7690855,0.96752584,0.996747,0.9328596,1.0226192,0.8017361,0.9415642,0.97430044,0.92212397,0.9444385,1.1511737,1.0436934,0.8415667,0.99572307,0.9332882,1.0254542,1.1474485,0.99206585,1.166699,1.0048499,0.82510954,0.9890527,1.0213608,0.9183045,0.81787723,0.7707543,0.93601394,1.0480326,1.4099764,0.80524296,0.9826762,1.1774652,1.106309,1.0435871,0.9622479,0.6462595,0.9877298,0.8698699,0.838845,1.9182224,0.98335046,0.89558643,0.56286937,0.7538031,1.1538001,0.7344033,0.8369845,0.8556188,0.56931275,1.0976307,0.8969318,0.6244663,0.92865276,0.9827782,0.90117854,0.9333701,1.0870138,0.8789492,0.6835804,0.9865268,1.0105189,1.0829195,0.9711121,1.0980546,0.89003485,0.79663366,0.84918934,1.0432959,0.782327,2.1635756,0.7155305,0.7326163,0.77688396,1.7576691,0.8361162,1.0730904,0.9781985,0.74154323,0.7222898,0.74592745,0.8770316,0.90779346,0.7984203,0.6326215,0.7870132,0.28542775,1.1913922,0.9743134,0.970848,0.8421433,0.9078832,0.69353706,0.81713825,0.91184217,1.5656207,1.0923446,0.77828974,0.72910523
2002,0.7475924,0.88578886,0.53346336,0.950514,0.985517,1.1868696,1.0113407,0.7740871,0.894967,1.10363,1.2719064,0.90597516,1.1294743,0.98643935,1.3249524,1.2229612,1.0217575,0.9638373,1.078605,0.8457902,0.75243247,0.9747218,0.97794473,0.9145473,1.0384581,0.79972494,0.93951035,0.96860296,0.9361046,0.9458824,1.1359268,1.0352519,0.8739225,0.9948517,0.9414764,1.0348201,1.1055161,1.0005724,1.1743659,1.0136434,0.8133463,1.0003905,1.0488737,0.94671416,0.83336014,0.76134866,0.95187694,1.0700245,1.2912248,0.8183097,0.95780456,1.1503998,1.0416498,1.0858041,0.96457714,0.69966996,0.9633248,0.8546919,0.8655201,1.8984687,0.992061,0.92652315,0.5634568,0.77898914,1.163752,0.7718979,0.90611553,0.8545122,0.61508065,1.0575958,0.89963216,0.63778675,0.97276425,0.9586611,0.8978574,0.9443706,1.0942614,0.9051012,0.76337016,0.96876687,1.0048937,1.0919731,0.98521626,1.082384,0.9146341,0.80137175,0.8707926,1.0383933,0.8819797,2.1221354,0.7801146,0.765806,0.86565506,1.6547959,0.8500629,1.0466591,0.98287404,0.91073585,0.7830175,0.7747847,0.8769477,0.92380697,0.8463961,0.64233696,0.80651504,0.32177395,1.2797036,0.9591615,1.010872,0.8644348,0.9410605,0.73375714,0.77852196,0.9240977,1.4032832,1.0798707,0.7924328,0.6721389
2003,0.7498932,0.94377446,0.604553,0.9613773,0.9791301,1.1295394,1.0066448,0.7736074,0.9437239,1.0921874,1.2692269,0.9308003,1.1152403,0.99610794,1.313434,1.1457613,1.0149682,0.9518527,1.0773761,0.8535132,0.74255186,0.9759052,0.98353153,0.9138063,1.0335585,0.8237091,0.93557125,0.9692308,0.9156382,0.9352279,1.1204832,1.029441,0.8971554,1.0009848,0.9345966,1.0284969,1.123098,1.0175021,1.2045096,1.0115522,0.82055974,1.0144167,1.0640192,0.9627087,0.84246856,0.78107333,0.9390635,1.0873368,0.8237022,0.83368486,0.95693886,1.1272299,1.0689665,1.1028335,0.96894354,0.7379889,0.96602577,0.89462465,0.8703165,2.113751,0.99937296,0.9413274,0.5876777,0.8355501,1.1495279,0.81352013,0.98769706,0.8632281,0.69820297,1.0576211,0.90451735,0.6613029,1.003556,0.97836554,0.9205914,0.9576829,1.1034712,0.91620135,0.79756355,0.96717536,1.0025976,1.1036862,0.9947999,1.0939157,0.9267673,0.8098779,0.891661,1.027627,0.890677,1.8794943,0.80636305,0.8149442,0.84113747,1.7368883,0.8598888,1.0840687,1.0116692,0.961323,0.8252533,0.812852,0.89005464,0.94035095,0.8972133,0.6710355,0.8341719,0.36290422,1.4187285,0.9773856,1.0354737,0.86806595,0.96474844,0.8060177,0.79200166,0.9418501,1.2977449,1.11634,0.819463,0.6033796
2004,0.8009544,0.9847309,0.66888076,0.96654004,0.9884454,1.117916,1.0243611,0.7783385,0.9574936,1.0829692,1.276854,0.9296202,1.1244763,0.98214656,1.29476,1.1791497,1.0146545,0.95427865,1.105864,0.8735722,0.74700594,0.99692285,1.0005254,0.90664804,1.0572485,0.8498013,0.9387771,0.98644453,0.8926224,0.9640323,1.1104228,1.0234123,0.9304008,1.0221015,0.9748154,1.033263,1.1227579,1.0223142,1.2283782,1.0113109,0.85346276,1.0451444,1.0759274,0.99390393,0.8494091,0.7966673,0.951721,1.048445,1.2293612,0.88139665,0.9889214,1.1216352,1.0737615,1.144164,0.9752995,0.77585065,0.974257,0.9377197,0.88288116,2.1965375,0.99301124,0.9105646,0.60344124,0.84690535,1.1542751,0.8584331,1.166117,0.8661463,0.75745416,1.0679759,0.906077,0.7024532,1.0467141,0.97163993,0.9279966,0.98578894,1.1987438,0.88210905,0.8169085,0.98027784,1.0093199,1.120917,0.97708625,1.1231287,0.9411181,0.8315918,0.9129289,1.0376713,0.87635905,1.9610007,0.86275417,0.8618023,0.851538,1.7499459,0.84166676,1.1046195,1.0767065,0.9752359,0.8779863,0.8296192,0.90688974,0.96414155,0.94165695,0.6460897,0.8459951,0.39162278,1.4702754,1.0065974,1.0823641,0.8803152,0.9912594,0.8966167,0.8036946,0.9582329,1.473732,1.1282523,0.8504708,0.57789874
2005,0.8895054,1.0246685,0.7390327,0.9557123,0.99971706,1.0724558,1.0254356,0.76819646,1.0074288,1.0872841,1.2562218,0.9476254,1.1248581,1.0006202,1.302896,1.1955042,1.0210286,0.96544373,1.1226223,0.894588,0.7556406,1.0010564,1.000232,0.90291137,1.0792565,0.8832467,0.94353473,0.990724,0.9384043,0.9679987,1.0940241,1.0186718,0.97023827,1.0296292,0.96540034,1.0324237,1.1201586,1.0304567,1.1979325,1.015188,0.8811762,1.0579659,1.0903853,1.0281107,0.86755764,0.8159976,0.93958974,1.0260829,1.1150697,0.89073634,0.99714935,1.1104037,1.0726583,1.1577399,0.9801729,0.8151294,0.9831993,0.91020304,0.89638335,2.2493963,0.9836732,0.9133651,0.62236077,0.87918574,1.1526655,0.8978215,1.1329005,0.85645777,0.8048528,1.0685971,0.8898752,0.7288234,1.0761536,1.0051538,0.91706645,0.9913352,1.1792591,0.9157334,0.8414226,0.9830194,1.0194517,1.1212053,0.9733925,1.147502,0.9645308,0.8448074,0.91544044,1.0374402,0.8630952,1.8107901,0.89004624,0.899232,0.8721124,1.7081296,0.893517,1.124962,1.1053728,0.98969245,0.9524223,0.8489679,0.9426987,0.9766589,1.0127025,0.5980952,0.8559744,0.4235084,1.4756736,1.0089161,1.093155,0.8918547,1.0052862,0.9104911,0.8473929,0.9687322,1.5677414,1.1476235,0.88219076,0.55881643
2006,0.9611081,1.0651098,0.8120042,0.96441215,1.0171764,1.0794243,1.0255517,0.7753323,1.031503,1.0725209,1.2363956,0.9605794,1.1252037,1.0595472,1.3404397,1.2361039,1.0172614,0.97795135,1.1247528,0.9367857,0.7590331,1.0103399,1.0093986,0.92433107,1.0958217,0.9259867,0.9579256,0.9960591,0.98618394,0.9794115,1.0980239,1.0162399,0.9962471,1.0466623,0.9780757,1.044379,1.069812,1.0383824,1.2352647,1.019255,0.9185108,1.0817659,1.0932139,1.050462,0.88029194,0.8350074,0.92769873,1.0364926,1.0577928,0.8849361,1.0198001,1.1003704,1.0544739,1.1714393,0.9772665,0.8658084,0.9892036,0.90699625,0.9088117,2.16224,0.89239615,0.9653634,0.6655973,0.9168358,1.1610847,0.9394001,1.1141611,0.89284015,0.8510991,1.0856651,0.8712962,0.7392899,1.1363486,1.1405327,0.9208069,1.002619,1.1978693,0.9256485,0.8510025,0.9869503,1.027898,1.1074548,0.972556,1.1926155,0.99591255,0.86233294,0.92836845,1.0369534,0.89244443,1.7849367,0.9276355,0.94655275,0.8973865,1.6061844,0.8881701,1.1005442,1.1238146,1.0096409,1.0019968,0.89196634,0.9754999,0.9965384,1.052843,0.5982255,0.8672515,0.45667768,1.6303282,1.020692,1.0857836,0.90793604,0.9835374,0.9670344,0.8512541,0.9693103,1.6313283,1.1194452,0.91860616,0.54298264
2007,1.0566615,1.1034621,0.88569045,0.96402717,1.0329568,1.0741885,1.0366726,0.7897678,1.0203956,1.0480964,1.2078687,0.9772542,1.1602434,1.0635726,1.3348055,1.2704422,1.0052271,0.9879277,1.1212127,0.9827467,0.7577606,0.9818426,1.0058326,0.9415182,1.0879649,0.9523467,0.9671433,0.985602,1.0108706,0.96931523,1.0806998,1.0162334,1.0283949,1.0713845,0.97872734,1.036483,1.1179551,1.0403613,1.2441853,1.033354,0.9442538,1.0902667,1.097607,1.0446621,0.88262016,0.8454571,0.9275399,1.0752374,1.0721601,0.932631,1.0239897,1.0915545,1.0469191,1.1659911,0.98199195,0.89942515,1.00364,0.94370264,0.93292636,2.0390804,0.95124584,0.9772751,0.6932742,0.96457225,1.1886381,0.9773243,1.1009188,0.8753716,0.8562161,1.0807928,0.8706749,0.77010125,1.180778,1.0602647,0.9347053,1.0186075,1.1953802,0.9175338,0.8710149,0.992511,1.0291153,1.0892255,0.9857256,1.2416604,1.0263355,0.8805537,0.93776006,1.037129,0.9045386,1.6261109,0.93328106,0.99182093,0.9028873,1.4910195,0.8633586,1.0947329,1.1291806,1.0701141,1.0286338,0.9497863,1.0019825,0.99687165,1.0843636,0.58125865,0.8789666,0.49786466,1.6753694,1.0509063,1.0767952,0.9368533,1.0006667,1.0330158,0.87401545,0.9674323,1.6725492,1.131398,0.9582051,0.5253871
2008,1.1090163,1.100193,0.90837467,0.9534447,1.0244519,1.0827764,1.0207068,0.8031965,1.057014,1.0127507,1.1540098,0.9990099,1.1726903,1.0822192,1.3176441,1.291853,0.9894015,0.9893912,1.1038848,0.9885372,0.76423824,0.9591796,0.9928253,0.94221926,1.073264,0.94964856,0.962497,0.9625195,0.98148835,0.9785153,1.0671909,1.0031031,0.9630181,1.0509194,0.97083765,1.0192082,1.0597243,1.0197244,1.2148257,1.0298901,0.94734395,1.0672199,1.0706617,1.0457413,0.89017534,0.8259232,0.8716601,1.0431412,1.0828418,0.932135,1.0113811,1.0708951,1.0386504,1.1860756,0.9696559,0.89297634,0.962609,0.99359536,0.95015967,1.8684038,0.9440758,0.9681567,0.75913733,0.96544707,1.1084372,0.89345217,1.0293465,0.88719654,0.9041931,1.0496166,0.8668918,0.8024742,1.1940562,1.0205619,0.94478,1.0307045,1.159555,0.96055865,0.90724105,0.9992655,1.0277492,1.0513651,0.9580404,1.2249359,1.0546153,0.8876602,0.9276493,1.0232829,0.93246764,1.5375041,0.96079916,1.0176793,0.9349964,1.451037,0.8280145,1.089781,1.073174,1.1111976,1.0232916,0.9626434,0.9930756,0.9701189,1.0731187,0.5966136,0.85430163,0.5450769,1.702653,1.0623287,1.0296046,0.93834203,0.99472344,1.0493982,0.8928246,0.9610965,1.6797018,1.1170473,0.9950663,0.50508934
2009,1.0570209,1.024629,0.7824631,0.9639232,0.99237466,1.0864788,1.0004567,0.8025731,1.0580525,0.97349405,1.1095318,1.0144838,1.1417315,1.0687627,1.1385454,1.3190538,0.9717697,0.9598716,1.0531931,1.0005064,0.77963066,0.9391776,0.9797777,0.9287965,1.0376275,0.9084901,0.9194662,0.93329096,0.9583682,0.9582824,1.0525817,0.98907,0.91903776,0.9782762,0.95495963,0.9921718,1.0404377,0.9847582,1.16554,1.0147192,0.9152896,1.0148138,0.98131,0.98531854,0.88613915,0.8444944,0.8533635,1.0160955,1.091092,0.93406373,0.9887213,1.024271,1.0268143,1.1743747,0.935031,0.8871827,0.965881,1.001269,0.9468255,1.619112,0.9527695,0.9721379,0.7739057,0.8728012,1.0543238,0.8465079,1.013016,0.93550694,0.8801732,0.99854445,0.8323711,0.76116306,1.2050767,0.9973082,0.9498733,0.9767594,1.0966586,0.9083131,0.9616221,0.9605274,0.9907492,1.0233305,0.98652744,1.1781843,1.01991,0.8674792,0.9314401,0.99464357,0.91044176,1.4615898,0.897764,0.9475786,0.9391035,1.32492,0.87047076,1.0806022,1.0301735,1.1293774,1.0450053,0.9144666,0.920976,0.9361562,1.0767366,0.62289995,0.82038665,0.57519263,1.5799737,1.0691726,0.95821977,0.9242681,1.0016116,0.9296572,0.9106366,0.96138763,1.582309,1.0906051,1.0623009,0.7919863
2010,1.0745157,1.0851496,0.7743885,0.9598433,0.9975578,1.0822965,1.0146481,0.7881489,1.0872091,0.9833096,1.1056067,1.0152217,1.166456,1.0522643,1.1458448,1.3512063,0.97618663,0.9906385,1.0618511,1.0307177,0.8112697,0.92847717,0.9841424,0.9643758,1.0363526,0.921337,0.9405275,0.95687115,0.9871725,0.95088255,1.0430318,0.99194133,0.9554362,1.0013744,0.9662487,0.99702644,1.0664252,0.99094915,1.133364,1.0097042,0.94637525,1.0118845,0.975276,0.98756135,0.8990948,0.86568433,0.8961654,1.039606,1.0836531,0.9050483,1.0066725,1.0344756,1.0296891,1.1435769,0.96518415,0.91557926,1.0160725,0.957946,0.9790624,1.4540764,0.97908735,0.98273736,0.82545924,0.8878643,1.0683612,0.84247875,1.2301104,0.9332978,0.9434589,0.99189913,0.84243387,0.7481859,1.1979041,0.9754213,0.9519138,0.98358256,1.0916569,0.92247343,0.98567194,0.96634954,1.0015891,1.0145552,0.9791744,1.1638283,1.0434312,0.89351237,0.9592663,1.0069852,0.97877693,1.4956154,0.8664858,0.9717518,0.9391644,1.2754755,0.9087544,1.0735066,1.0980141,1.0716711,1.0973451,0.9525279,0.94059074,0.96974367,1.0797579,0.6360767,0.8590169,0.6186358,1.5886471,1.0604893,0.97650063,0.9829018,1.0028658,0.93461835,0.9527964,0.9771566,1.5208696,1.1117127,1.1390641,0.89408433
2011,1.0497754,1.102621,0.79702824,0.96754754,1.0031663,1.0679963,1.0088916,0.8259046,1.0871053,1.0021142,1.0918143,1.0080396,1.1453183,1.0302154,1.1204801,1.3931508,0.9845818,0.98457605,1.0661335,1.0306234,0.8040571,0.93379146,1.0047646,0.9586121,1.0243844,0.9284345,0.9618884,0.95730704,0.9703125,0.98695916,1.0149707,0.98780555,0.96052176,1.00995,0.9663065,1.000255,1.0816597,0.9947213,1.0569946,1.0121853,0.95821244,1.0254678,0.98603284,1.0024757,0.9249601,0.86018723,0.8948258,1.0208136,1.0798024,0.9066639,1.0168362,1.0318539,1.0426699,1.1203885,0.9628744,0.95318735,1.0288728,0.9741667,0.9850488,1.4900562,0.9952406,0.98830885,0.87188566,0.9283177,1.049624,0.878945,1.4250141,0.950411,0.9567264,1.0036478,0.8398033,0.81004983,1.193676,0.9715397,0.9592134,0.9869823,1.09145,0.8867382,1.0041173,0.97776115,1.0031998,1.0016295,0.98201406,1.1814841,1.0422373,0.8920033,0.97832924,1.003732,0.9757559,1.4896103,0.87255627,0.99117386,0.9930639,1.259917,0.91920215,1.0319929,1.1022137,1.0002495,1.1477269,0.95615226,0.95838267,0.9773649,1.0661346,0.67985487,0.84565026,0.63719094,1.5160444,1.0372018,1.0072151,0.9916472,1.0071154,0.98512936,0.9652535,0.97521114,1.5391244,1.0867496,1.1362209,0.96815634
2012,1.0889986,1.0654193,0.83883405,0.97119755,1.0015397,1.0640736,1.0055392,0.871401,1.0784345,0.99048847,1.0754122,1.006395,1.1268965,1.0379032,1.0881398,1.4588546,0.9794318,0.98125553,1.0605186,0.99878263,0.8936462,0.94766957,1.0042843,0.99195087,1.0034571,0.9212339,0.9620685,0.9618843,0.95745355,1.0137804,0.99880284,0.97868305,0.9700239,0.9851886,0.9696556,0.9923777,1.0737852,0.98959166,1.0172063,0.9670854,0.9424329,1.0380708,0.980453,0.98101777,0.9341666,0.86621404,0.8822795,0.92609644,1.1451297,0.90904355,1.0032151,1.0080183,1.0292164,1.0995733,0.9715787,0.9649357,1.0211896,0.9325015,0.9787277,1.4996603,0.9934264,1.012179,0.9223914,0.9445189,1.0065255,0.9054303,1.4624519,0.9382837,0.94197613,1.0055408,0.84550506,0.84314716,1.1292139,0.974737,0.9590513,0.9853273,1.0786526,0.9534055,1.0234774,0.98889625,0.9912467,1.0048312,0.9904602,1.1807842,1.0368166,0.91840076,0.9703293,0.9901714,0.9207817,1.4020807,0.8792792,1.0063143,1.0512847,1.2335658,0.8928287,1.023339,1.0758344,1.0814362,1.1290182,0.9636414,0.9419437,0.96304315,1.0889161,0.7409098,0.8894445,0.68816936,1.4697304,1.0359057,0.99692976,0.9842362,0.9980124,0.9873294,0.9722098,0.97766197,1.5707566,1.0903748,1.158934,1.0686699
2013,1.0963606,1.061442,0.85395736,0.9759322,0.99482775,1.0666903,1.0037756,0.918969,1.0574768,0.9749082,1.0648271,1.0218979,1.1178695,1.0073688,1.133836,0.9454379,0.9841047,0.99185663,1.0509624,1.0133823,0.9445249,0.9679515,1.0172825,0.9948449,0.9759824,0.9181456,0.96221983,0.9617463,0.9658469,1.0224293,0.9859253,0.9729124,0.96306777,0.97617096,0.96028715,0.9940693,1.0696933,0.9925958,1.0048891,1.0050533,0.941538,0.99951273,0.9835411,0.9840023,0.952161,0.87222,0.8698722,0.90361583,1.114155,0.9321368,1.0125377,1.0034523,1.0266845,1.0883591,0.989259,0.9930879,1.0140513,1.0022204,0.9814397,1.4300387,1.0007244,1.0120238,0.95709306,0.9636509,1.0088376,0.91002256,1.5212159,0.9457418,0.9892547,0.9933812,0.86418927,0.88463134,1.076041,0.95824677,0.95132285,0.9750331,1.0363313,0.9647114,1.0625407,0.9931393,0.9878209,0.9966621,0.97660327,1.1427628,1.0369366,0.9476869,0.96269804,0.99167514,0.9717364,1.3108685,0.8983452,1.0148904,1.0282569,1.1794877,0.9178646,1.0012723,1.0561832,1.255594,1.120924,0.9663047,0.92665267,0.96454036,1.0929062,0.7997552,0.90518534,0.7441536,1.3925223,1.0289565,1.0217115,0.98675466,1.0007912,0.9875582,0.98938215,0.97949135,1.5367523,1.0805374,1.1440061,1.0488051
2014,1.1044304,1.0168457,0.8824206,0.9824237,0.99140465,1.0610795,1.0079054,0.9718481,1.0305033,0.9668249,1.0520774,1.0170817,1.0862832,1.0055118,1.1171782,0.93483037,0.99845773,0.9987106,1.0361307,1.0280733,0.98798937,0.9879865,1.0294058,1.000907,0.96448064,0.92712873,0.9715643,0.9687585,0.972883,1.0304532,0.9810908,0.972413,0.97397995,0.9688404,0.9497835,0.99494845,1.0477808,0.99595696,1.0175489,1.006563,0.95887923,1.011294,0.96192575,0.98199743,0.96633416,0.90334845,0.91284615,0.9268739,1.0164547,0.93917686,1.0186112,1.0027133,1.0172629,1.0626893,0.9852918,1.0109288,0.9921962,0.99223876,0.98575044,1.339491,1.0024627,1.0106287,0.9724871,0.9780074,1.0084122,0.916981,1.3673638,0.9511993,1.000119,1.0010474,0.9168391,0.9354028,1.0431534,0.95690894,0.9588414,0.9826905,1.0197707,0.9969963,1.095403,0.993062,0.99264777,0.99509686,0.9771685,1.0960466,1.0101509,0.9696089,0.9611937,0.98475075,0.99524736,1.2348902,0.91082776,1.0195771,1.0260105,1.1389346,0.9541313,0.9843562,1.0359671,1.2693384,1.0249385,0.97409713,0.9375208,0.9735222,1.0627352,0.861968,0.904639,0.7968545,1.2672613,1.0278484,1.0148289,0.9945819,0.9997049,0.9826891,0.9882765,0.9840513,1.4472722,1.072343,1.1184193,1.0301086
2015,1.0727181,1.0144321,0.9211237,0.98675334,0.996383,1.010106,1.0143651,1.0303595,1.0082642,0.977607,1.0277513,1.0133382,1.0349826,0.99683607,1.0337727,0.96179605,0.98758394,0.9903127,1.0220181,1.0185446,1.0236955,0.99917483,1.0134035,0.99709326,0.98198473,0.96589285,0.9770134,0.97833705,0.9923021,1.0137454,0.99420816,0.9844611,0.9655685,0.9679428,0.9689885,0.9938085,1.0399528,1.0009431,1.0061386,1.0120484,0.96210617,0.9910849,0.9843509,0.993858,0.97726375,0.93907136,1.0698881,0.891481,0.96528035,0.95708114,1.0091991,0.99990493,1.0143396,1.0389148,0.99073696,0.9912419,0.9864455,0.9804104,0.9836356,1.2366797,1.000204,1.0150337,0.98239,0.9704315,1.0123613,0.9510914,0.9936926,0.9692615,0.95952713,1.0024724,0.9683076,0.94520813,1.0263767,0.972936,0.9676115,0.9902925,1.0425429,0.9843895,1.0958765,0.9942858,0.9914941,0.99870586,0.9931909,1.0588024,1.0011517,0.9880454,0.9671809,0.9867927,0.98514014,1.1555321,0.9333412,0.9910913,1.0416965,1.1027098,0.9599492,0.9900304,1.0191671,0.97184837,1.0210326,0.99018764,0.94233334,0.9974179,1.0449265,0.92499346,0.9312833,0.8363933,1.2122269,1.0121382,1.0118929,0.97166145,0.9928563,0.9433033,0.97918844,0.99289274,,1.0329082,1.0586026,1.0077051
2016,1.0181073,1.0004678,0.94619083,0.9949257,0.99460346,1.0002387,1.0075781,1.007841,1.0036838,1.0035865,1.0046512,1.0082095,1.0003463,0.9888301,1.0169202,0.98728216,0.9853135,0.9918625,1.0106965,1.0145113,1.0066484,1.0041233,1.0088351,0.98877096,0.99993783,0.96836126,0.98937786,0.988633,1.0050291,1.0058292,0.9944123,0.9913396,0.97953004,0.9829666,0.9974875,0.98867947,1.0195787,0.9996385,1.0000129,1.0044489,0.97394514,1.0020142,0.99720454,0.9800138,0.99307084,0.9766008,0.9907167,0.9881509,1.0571283,0.9851162,1.0031753,0.9966471,1.0072085,1.0243647,0.9887282,0.983768,0.9957643,,0.9885266,1.1383901,0.99773455,1.0152621,1.023682,0.9616101,1.020742,0.9705833,0.9438147,0.97399956,0.9727235,1.0024514,0.96383864,0.97107935,1.0093405,0.959804,0.9864729,0.99142873,1.0313085,0.99632806,1.0391078,0.99513614,0.992005,0.9923592,0.99528295,1.0236591,1.0079798,0.9771304,0.9737278,0.9897452,0.99356467,1.065978,0.9576648,0.9900962,1.0319446,1.0599142,0.9713115,0.99316764,1.0035515,0.9986705,1.0097301,0.9878426,0.9686229,0.9941357,1.0158821,0.9867651,0.9437328,0.8919664,1.0817131,1.0028791,0.9896212,0.9796176,0.99731773,0.97354203,0.98479915,0.99372363,,1.009281,1.0326686,0.9844804
2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
2018,0.9628432,0.9619846,1.0911344,0.99920726,1.0002106,0.9585852,0.99547535,0.99303097,0.9894731,1.0126859,0.9709983,0.99114966,0.9865226,0.9919329,0.99191016,1.0051454,1.0057901,1.0172848,1.014403,0.96712863,0.9853466,0.99535114,1.0011493,1.0202585,1.010359,1.0126946,0.99565446,1.0119364,1.010485,0.9830009,0.99781084,0.99978983,1.0338491,0.9891972,1.0197895,1.0033659,0.9854028,0.9974656,1.0068113,0.9942439,1.0092485,0.96859056,1.0012574,1.0274681,1.0055482,1.0159906,1.0270228,0.9294099,0.9795393,1.0230169,1.0000156,0.9960476,1.0024035,0.9760641,0.9929008,1.0093249,1.0172604,,1.0106995,0.9454686,0.99763817,1.0102363,0.979166,1.0119734,0.9908349,1.0173972,1.0096512,0.99973047,0.9937967,0.99442583,1.0346637,1.0325263,0.9206804,0.96522295,1.0102453,1.0023209,0.974649,1.0158923,0.98743075,0.94521827,1.0010313,0.9884167,0.9964393,0.95536447,1.0052395,1.0026358,1.0354719,1.0067074,0.98223794,0.9394028,1.0250138,1.0180992,1.0002373,0.9819476,,0.9985315,0.99042594,1.0146364,1.0129973,1.0152477,1.0241226,0.9997239,0.9747229,,1.0136448,1.0543332,0.97423,0.99865425,0.97908926,1.0058206,0.99718064,1.019065,1.0070038,1.008166,,0.9799675,0.99133164,1.01416
2019,0.9365244,0.92947483,1.1344355,0.9761681,0.9946007,0.9327857,0.98957527,0.99459153,0.9730896,1.015815,0.9554938,0.9759043,0.96760505,1.0084575,0.9753112,1.0126795,1.011183,1.0157543,1.0009681,0.9645727,0.965666,0.9944321,1.0146284,1.0245802,1.018642,1.0226133,0.9888984,1.0231432,1.0055193,0.9751408,0.9956788,1.000511,1.0608814,0.982347,0.9961076,0.994386,0.99742335,0.99252313,1.0169898,1.0006593,0.99066484,0.9859645,0.9968452,1.0431733,1.009094,1.0174619,0.96760726,0.8579549,0.9876225,1.0364097,1.0046519,0.98971343,0.994273,0.9633434,1.00094,1.0215153,1.0297966,0.9887365,1.0077603,0.9049636,0.9867861,0.9940964,0.9768304,1.0348415,0.9741602,1.0399092,0.9413909,1.0049379,1.0196681,0.9719821,1.0405871,1.0351095,0.8660915,0.99560314,1.016669,1.006052,0.944767,1.0216172,0.9779599,0.90398884,0.9960595,0.9743,0.9983818,0.92490715,0.99441683,1.0040357,1.0535642,1.0153025,0.9536642,0.8756712,1.0404025,1.0286493,1.0283608,0.9479562,0.99333334,0.99178064,0.948358,1.0509125,1.0223856,1.0181794,1.0345497,1.0050819,0.9579205,1.0326062,1.0218081,1.1127416,0.95392716,0.9830853,0.9670691,1.009289,0.9997266,1.0433326,0.99650335,1.0167962,,0.9657732,0.9559661,0.9109769
