Date,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2002,4609.5483,3297560.8,15517696.0,0.0,1301318.6,49114.71,1464041.2,37247540.0,572823.8,15960.652,97639736.0,4615463.5,2269158.8,753471.5,9542895.0,2186429.2,5899637.5,20444422.0,4112878.8,158283.45,42802.254,944948.44,14078931.0,148046.53,6916832.0,132589890.0,41273.9,90772.49,158715.77,5852720.5,8729107.0,39012732.0,2399318.2,7355981.0,384378660.0,3550156.2,5930024.5,14163231.0,893078.94,3691.2803,18245724.0,54971.562,74503.11,1310692.1,4105824.5,391303.62,5861450.0,43042172.0,254195.75,12288.593,5952941.5,2470472.2,4924589.5,4587892.0,18171520.0,1381587.2,23225114.0,1532097.1,27554470.0,7753723.0,377565.34,43734330.0,12476.103,344851.47,34095656.0,1721352.1,3694816.0,4032849.8,284029.84,750573.3,31602.16,6199380.0,8983.163,3079366.8,464308.84,644340.3,1727899.2,2402871.0,1518764.9,10718607.0,48390180.0,178844670.0,9623186.0,24357640.0,6986526.0,357773.12,2521024.8,25946886.0,571666.75,956173.06,26342556.0,12165249.0,9597817.0,1160422.1,3675909.0,5123.6626,7928.358,12731165.0,685020.0,1778814.0,793906.3,285433.78,1402774.6,15268.966,10351.175,2409081.0,674137.2,5057407.5,341970.38,1734134.0,33679.84,6833014.0,840165.2,5968693.5,19238.703,78964670.0,0.0,570443.2,7578750.0,59509.297,11505048.0,177105.23,8151859.5,10256676.0,2417349.8,199262.38,1700254.4,6753473.5,2791191.2,5593730.5,26503856.0,2157937.2,373.35794,13142552.0,4792798.0,4412358.0,510.56833,14054800.0,666165.8,2435909600.0,38757212.0,1114540.2,7473513.5,10615533.0,29582.512,1683324.6,25607454.0,2776514.8,3596801.0,6456391.5,272420.5,8814591.0,70070480.0,970416.7,7084013.0,24257326.0,4026792.2,1048534.0,0.0,29084.645,647081.44,1171001.4,6684015.5,3450712.8,18722666.0,11437.88,159709.38,2745954.2,859452.94,6117986.5,446805.44,18850.188,5051686.0,532.68115,11444317.0,1118426.0,18164870.0,1019633.5,3263152.0,199927.95,21052.355,1256070.5,2604914.5,27607654.0,1251.8663,5715860.0,16138589.0,6126448.0,23041448.0,6219560.0,255781120.0,7877522.5,10095.066,11673814.0,0.0,17346966.0,99549.78,44191.22,3598179.8,21899144.0,10898114.0,5263458.5
2003,5162.8813,3432807.2,17685360.0,0.0,1315073.1,49827.92,1534150.9,41096780.0,560428.2,16847.86,61223490.0,4444191.5,2349398.2,763654.75,8701345.0,1973297.4,7066648.0,20044832.0,4224611.5,162470.61,34347.77,913823.8,14318939.0,215838.67,6384301.0,137638510.0,41770.453,99641.49,160604.34,1918915.2,12270443.0,39706468.0,2366594.0,7237062.5,390809950.0,3397641.8,6712550.5,15553858.0,1381795.2,3550.491,18994576.0,52043.746,72127.945,1433213.5,3877974.2,396530.03,5924363.5,42559460.0,255248.42,12927.347,6113940.0,2321547.0,5189727.0,4502594.5,18743588.0,1416975.4,24344912.0,1581404.8,26414604.0,7983999.5,340588.6,43459830.0,12476.103,391661.25,33643624.0,1769537.4,4083571.0,3983228.5,308256.7,764273.3,33728.344,6146549.5,8628.796,3446789.0,551192.9,683386.7,2156176.8,2312148.5,1519951.4,9153222.0,47888732.0,184999020.0,9621833.0,25136716.0,4110344.5,352760.44,2589076.2,25899124.0,600154.56,1022060.9,26375886.0,8974351.0,10216921.0,1298523.4,3893013.2,5164.9985,8093.361,12243472.0,696630.06,1835586.6,830986.7,311393.06,1434416.2,17842.809,10276.175,2238621.2,695343.25,5124383.0,344979.44,1806869.2,33873.81,6852444.0,807754.7,7031285.0,16774.883,82528350.0,0.0,584375.0,7699341.5,62722.41,12597473.0,171188.7,8217097.5,10654705.0,2440396.5,202305.66,1811400.5,7518454.0,2998739.0,5820829.0,27710166.0,2353377.0,373.0117,14355745.0,4902380.0,4457622.0,522.9896,14395722.0,675382.1,2452193500.0,39804588.0,1170009.4,7560609.0,11468175.0,36917.11,1708517.8,26251298.0,2420283.5,3599401.0,7047239.5,278060.66,9360272.0,71231030.0,1046826.7,7234494.0,24790440.0,3612800.0,1293638.0,0.0,29686.328,863745.2,1182018.8,6770094.5,3348734.2,18475832.0,12163.421,170419.05,2835997.8,865274.25,6092413.5,463086.2,19139.066,5377120.0,566.91364,12085744.0,1182644.6,19848944.0,1004619.44,3713999.2,189975.64,21568.566,1257551.8,2714629.0,28229092.0,1254.0863,5414589.5,18191912.0,6807493.5,22197710.0,6594978.0,263206940.0,7937269.5,9699.258,12278743.0,0.0,18551464.0,104102.68,45005.047,3848429.5,20994926.0,11873383.0,5204964.0
2004,5341.258,3410336.2,17641360.0,0.0,1259785.8,51244.254,1569292.4,41395730.0,608825.94,17053.277,82689416.0,3958423.8,2491320.2,798335.75,8678836.0,1908225.1,7300573.5,20266290.0,4089312.5,164804.86,51546.844,1096611.5,14525176.0,84930.12,7941459.0,146153310.0,55270.56,105445.07,163697.5,2010509.5,10088446.0,39091460.0,2359767.5,7882731.0,408476350.0,2877396.0,5900690.0,16643229.0,1440846.4,4036.1892,19336432.0,52828.75,75271.18,1337255.0,4002686.8,379263.88,6043394.5,42538028.0,257182.88,13619.319,5556702.5,2505613.8,5853741.0,4692120.0,20197720.0,1411122.4,23762824.0,1606187.8,27381314.0,7906311.5,383851.06,43065316.0,12476.103,466682.28,33526232.0,1785917.9,3731751.5,3870247.0,329701.75,731180.9,46494.887,6150020.0,7710.596,3399396.8,548159.06,579408.8,1896854.8,2633400.2,1503847.5,9864801.0,50668004.0,191667280.0,9376542.0,36275770.0,4524857.0,348705.8,2590348.2,25861564.0,577267.9,1048408.44,26191940.0,10008304.0,10690753.0,1286073.6,4192854.8,5290.221,8209.694,13052012.0,700818.1,2160744.0,854544.44,306278.62,1520245.2,16625.31,10209.588,2320933.5,666207.25,5291669.5,376924.4,1802538.4,36559.87,7198537.5,842063.6,6249365.5,20362.176,83638296.0,0.0,626384.56,8787758.0,61529.57,13739418.0,199073.5,8101110.5,10188940.0,2438763.0,202781.36,1834267.2,8227838.5,3216334.2,6026164.0,27930750.0,2196104.0,372.93967,14618395.0,4918152.0,4563328.0,520.98254,14421257.0,708975.9,2534044200.0,41293376.0,1124208.0,7644332.5,12026459.0,31939.793,1900571.9,26344898.0,2740423.8,3557094.0,6278747.5,290830.38,10311152.0,67404860.0,1111786.9,7516059.5,25209340.0,4199826.0,1273058.9,0.0,30326.188,916782.9,1263452.1,6866715.0,4148099.2,19075824.0,12878.934,195275.8,3013616.8,826452.25,6091249.0,461149.0,23907.482,5575529.0,595.50336,12556921.0,1071474.9,20060944.0,1057122.5,3930374.8,188694.95,21198.047,1284740.9,2822750.0,28635136.0,1284.2301,5446656.5,17481576.0,6705245.0,21364520.0,6850898.0,263857090.0,7695619.0,9935.155,12156702.0,0.0,19450520.0,105504.83,45586.77,4011066.8,21056812.0,11828533.0,5490791.0
2005,5812.9224,3559030.0,17425508.0,0.0,1273233.8,51020.477,1662616.2,41023090.0,596375.1,17383.38,61756096.0,3936604.2,2576834.5,835588.56,8764595.0,2345545.5,7575279.0,21041378.0,3738201.5,177131.47,44222.484,1120543.9,14904172.0,106418.17,8000289.5,146122640.0,47344.727,99655.54,172281.27,2646924.8,11170231.0,40042760.0,2391545.5,7648718.0,423778180.0,3649948.5,6785922.5,16401023.0,1667110.0,4755.7715,18686410.0,57516.418,76633.44,1401302.2,3754445.0,365564.47,5963098.5,42140544.0,257842.55,13996.788,5476087.0,2544066.8,5310011.5,4497825.0,20397676.0,1449502.0,22270748.0,1594128.1,28807774.0,7668560.5,362898.03,41582944.0,12476.103,455156.78,32081210.0,1854726.2,4734059.5,4519852.5,339181.9,687633.4,47080.848,5944244.0,7862.145,3638195.2,469246.25,613758.44,2223335.8,2487413.5,1517378.2,8077257.5,50348740.0,199958990.0,9148736.0,34167220.0,4975072.0,348632.1,2577645.2,24925806.0,555869.25,1163569.2,25150588.0,10387376.0,10632634.0,1322929.6,3757877.2,5706.511,8476.083,13229779.0,759506.3,2044755.9,791802.6,312230.62,1606687.0,17624.004,10211.519,2505834.8,731750.4,5509403.5,366244.9,1850025.0,36874.777,7552979.0,823229.06,7850463.5,18816.07,87725090.0,0.0,619026.75,8925887.0,65254.082,13282130.0,186954.75,8494644.0,11103948.0,2469487.8,200360.83,1881968.8,8539814.0,3350967.2,6344214.5,30034324.0,2393204.2,372.34833,14715247.0,4902139.0,4609966.5,511.39148,14490514.0,730601.56,2558266000.0,43426388.0,1134845.1,7661589.0,11583139.0,36138.527,1695078.5,27160064.0,2707688.0,3543261.0,6755664.5,307591.66,10373005.0,67945760.0,1159366.4,7460027.5,26021332.0,4348502.5,1131006.1,0.0,30678.018,919566.7,1394047.9,7021121.5,3864475.5,20177518.0,13143.329,174705.83,2878952.2,817766.4,12176449.0,468476.88,22224.232,6205160.5,676.7207,13324735.0,1522146.1,19427884.0,1076575.8,4308162.5,198623.84,21311.584,1303209.0,2898491.2,27946342.0,1257.9508,5298416.5,18651268.0,7429037.0,21584124.0,6889421.5,262784430.0,8231139.5,10050.808,12873734.0,0.0,18708256.0,107282.19,45544.01,4016734.0,21240692.0,12334000.0,5341581.0
2006,6226.813,3415979.2,16132499.0,0.0,1236587.6,49159.96,1720700.2,42346908.0,878414.6,17971.838,79650350.0,3924827.8,2677105.2,876735.8,8710991.0,2114655.8,7375585.0,22076602.0,3161761.8,191480.86,45753.55,1120498.8,15418112.0,93899.07,7746289.5,143157250.0,47546.523,115887.48,174314.45,3682658.8,11122615.0,37433010.0,2391908.2,7846744.5,436558720.0,3413986.8,6065396.5,16800400.0,1715367.8,4874.048,18768444.0,56300.277,75004.79,1432526.0,4109550.2,365556.1,5829687.0,41163852.0,255630.61,12674.855,5100824.0,2689590.5,5289944.5,4574285.5,20367830.0,1399061.6,22360082.0,1587072.6,30137652.0,7875429.5,354321.6,40298436.0,12476.103,514837.12,31283290.0,1826417.0,4602933.0,4485410.0,362387.97,782588.9,48170.977,5752250.5,9070.628,3518041.2,444214.44,607681.0,2258475.5,2881224.0,1537999.6,7444395.5,52820324.0,209289000.0,8978041.0,34729028.0,4878004.0,370990.84,2620281.0,19823810.0,502677.78,1120081.4,24587454.0,11351350.0,10303915.0,1331014.9,4297462.0,5866.067,7535.3223,12671046.0,768559.25,1947697.0,759891.2,368955.66,1690802.2,17354.36,10145.905,2438023.0,723594.56,5476105.0,356319.44,1867814.6,39374.75,7920279.5,792291.9,7176823.5,23063.178,88496370.0,0.0,617138.94,9016769.0,65710.086,13733154.0,199941.88,9067089.0,10463876.0,2607006.2,197029.67,2053185.8,8472865.0,4154853.0,6607151.5,29918254.0,2369055.8,372.31317,16776947.0,4608983.5,4685945.5,500.69266,14311815.0,777356.25,2596698400.0,45153668.0,1162225.0,7788737.5,11045673.0,34345.953,1758458.9,27246860.0,2857646.8,3431853.0,6722724.0,342017.78,9493387.0,68504280.0,1260420.0,7620936.5,25232520.0,4544672.0,1169015.0,0.0,31154.846,1321933.2,1352729.4,6616155.5,3987576.8,17778178.0,13407.597,199983.72,3053181.5,815668.8,12919601.0,450505.72,23774.08,6552950.0,786.74164,13606466.0,1303369.4,19619862.0,1195901.9,5328545.5,204512.14,21596.102,1320250.0,2905716.0,29438696.0,1260.3102,5853111.5,16928066.0,6480857.0,21967756.0,7275414.0,267206200.0,8610534.0,10429.344,12547577.0,0.0,18434002.0,109383.47,45388.195,4153986.0,20141462.0,11056099.0,5183251.5
2007,6668.064,3362551.2,17195914.0,0.0,1213854.6,48419.793,1838341.1,44563450.0,770294.06,18498.023,75417800.0,3863575.5,2707213.8,895520.4,9024318.0,2194709.0,7547751.0,22220664.0,3478903.0,189230.27,51334.355,1083937.4,15301595.0,108751.4,7972940.0,156032060.0,47236.34,121380.81,180040.69,2824026.2,11232507.0,41038044.0,2350826.8,8494193.0,445351970.0,3552504.0,5858184.5,14858242.0,1542238.8,4454.968,20137710.0,55607.133,73745.53,1531030.4,4096031.8,365805.0,5880546.0,41613348.0,256903.16,15731.733,5107004.5,2854917.0,6234625.5,4327545.0,20573970.0,1502714.6,22840404.0,1660413.1,33567188.0,8041217.5,351436.97,40848990.0,12667.202,529671.25,31046592.0,1784468.5,4351433.0,4498314.0,359537.66,759848.8,51041.598,5953409.0,8831.143,3666173.0,459128.4,640554.9,2268585.5,3046542.2,1549888.2,7735892.5,52206440.0,219158160.0,8798114.0,38564996.0,4772152.0,376723.16,2754935.0,19607764.0,490514.97,1182519.8,24567712.0,10431659.0,15560951.0,1393002.8,4408691.0,5927.7007,8120.3594,12657193.0,775147.8,2373256.8,775650.2,361870.78,1716513.8,17521.22,9865.024,2391576.5,748665.25,6083500.0,349723.84,1929346.5,41237.586,7414027.0,789208.25,7882952.5,24827.633,92634540.0,0.0,617509.2,9145208.0,63650.83,14823127.0,211957.55,9811715.0,10894849.0,2644452.8,202239.67,2250418.8,8807115.0,3771345.5,6921566.0,29589898.0,2365767.8,372.32248,15671601.0,4364118.5,4722406.0,549.9847,14165298.0,831044.1,2672008700.0,45622620.0,1124550.5,8163236.5,11551453.0,27230.957,1649859.1,27957894.0,2503887.8,3576487.8,7752468.5,402664.03,9597183.0,69853770.0,1337337.0,8034247.0,26147718.0,4196951.0,1172741.1,0.0,31933.879,1187679.6,1439293.2,6188255.5,4389785.0,19973186.0,13967.53,179063.25,2836629.8,822292.9,12627065.0,490767.44,20488.95,6638401.0,905.5388,14413526.0,1145945.0,23483028.0,1217051.1,4976257.0,201623.75,21336.686,1333872.9,2969753.8,28820872.0,1262.3496,5884242.5,18368822.0,7545787.5,23791102.0,7155269.0,268722180.0,8925261.0,10820.011,13078427.0,0.0,19861378.0,131830.69,44601.258,4435199.5,20746916.0,11475114.0,5370476.5
2008,6514.7935,3662465.5,16277967.0,0.0,1149376.8,45252.227,2020718.1,43286092.0,750429.5,18741.613,60694416.0,4102904.2,2914803.0,940013.2,8911234.0,1977428.9,7687902.5,24323852.0,3627076.2,200030.9,60732.7,1219561.6,15825467.0,99535.38,7518437.5,149057120.0,52276.484,122108.336,182482.58,7223905.5,12033642.0,39777956.0,2406600.2,9206617.0,450842270.0,3288187.2,5766423.0,15718757.0,1553090.5,4642.217,19521078.0,57549.06,72589.9,1598403.4,4077716.8,354304.06,5651417.5,40202348.0,259073.27,13257.613,5208752.0,2802074.2,6001173.0,4643254.5,21428710.0,1487398.9,20515654.0,1696134.2,34515170.0,7808099.0,355593.22,39535204.0,12667.202,604524.9,30573286.0,1721338.9,4402915.0,4704055.5,360411.9,679566.0,49306.664,5670956.0,9724.464,3368875.5,516832.44,629034.5,2234745.2,3366709.8,1575280.8,7531897.5,53964804.0,223799820.0,8757177.0,31214676.0,5165634.5,388670.16,2462088.5,18225016.0,439452.0,1243378.1,22888302.0,10929486.0,15591009.0,1423316.6,4363335.0,6231.7183,8596.065,12099287.0,823038.8,2100966.2,797140.3,391719.12,1750062.9,17047.701,9854.845,2698740.2,696011.6,5849370.0,354192.78,1960077.8,39013.383,7501726.0,811842.94,7219137.5,26820.773,95194980.0,0.0,595241.8,9715702.0,62987.78,14320770.0,188938.52,9870200.0,11874898.0,2379981.5,194630.69,2469906.2,9414291.0,2842001.5,7277041.5,30265234.0,2343933.0,454.3717,9845838.0,4064468.5,4909088.5,547.6645,13762171.0,859208.1,2639518000.0,47010540.0,1173286.6,8080206.5,10911962.0,28234.477,1640869.0,27433312.0,2606667.5,3481526.2,6981850.5,445530.38,9984851.0,73967920.0,1415520.1,7740960.5,26153728.0,4447230.5,907524.3,0.0,32382.768,1020632.1,1499594.0,6207044.5,3847500.5,19409574.0,14825.949,232517.88,2856906.0,831603.7,11233408.0,479006.34,21728.826,6259268.5,969.1324,14650353.0,1264645.1,22711218.0,1368971.9,5165274.0,209212.64,22169.148,1340808.5,2888033.0,27754250.0,1319.587,5508186.5,18483282.0,9585956.0,25063814.0,7314269.5,256571460.0,9337369.0,11025.092,13621857.0,0.0,17506818.0,133397.3,44370.21,4506342.5,20287468.0,11509507.0,5454241.5
2009,7040.5024,3964200.2,16282063.0,0.0,1136315.0,42990.953,2115148.8,38025844.0,787612.2,19477.838,64827308.0,3714442.0,2923594.2,995483.7,8462518.0,2085978.9,7862032.0,23973168.0,3648568.2,198009.11,48480.793,1338914.2,15853624.0,123681.91,7336949.5,144563620.0,47085.31,114860.34,177431.78,2498538.0,8977689.0,38134596.0,2360790.2,8131380.5,430502080.0,3172144.5,5590178.0,15668299.0,1498608.6,4288.1187,19327610.0,57374.7,76667.9,1401061.6,3676032.8,364613.6,5557091.5,39729490.0,258714.45,12893.452,5045043.0,2850714.8,6606129.5,4882087.0,21586560.0,1496234.1,20230724.0,1630985.6,36128456.0,7169322.5,326212.34,38002932.0,13322.402,554523.6,29176204.0,1708007.0,4281791.5,4643592.5,386319.0,728151.7,52112.37,5381915.0,9968.002,3793103.0,478346.7,696723.94,2256901.5,2260134.5,1570743.8,6529144.5,57821656.0,229678740.0,8964110.0,28683172.0,5869350.5,343229.44,2407422.8,16711371.0,423113.94,1206372.9,21377648.0,9928532.0,15204157.0,1553606.0,4600867.0,5979.688,8803.529,11955042.0,880515.1,2239637.2,845888.25,570257.2,1851229.8,17878.13,9631.84,2515557.8,709692.9,5484749.5,343739.38,1962576.8,41603.0,7417193.0,710711.1,7604251.0,28700.717,101150420.0,0.0,577244.1,9432687.0,56870.074,15259092.0,181038.94,9878606.0,10509095.0,2560687.2,194120.69,2425413.5,8264311.5,4279068.0,7537723.0,29632984.0,2412317.5,399.94125,9768014.0,3728880.0,5203114.5,543.65326,13508384.0,855773.4,2609189400.0,50942630.0,1216017.0,8556157.0,11161651.0,39379.51,1690969.8,26625282.0,2629265.8,3281930.8,7098830.0,476399.22,9079075.0,72963280.0,1460365.8,7817823.5,26823742.0,4494315.5,754892.0,0.0,32045.129,1100471.5,1419659.1,6225018.5,4421727.5,20152222.0,15610.523,210721.38,2598104.2,800748.94,10100714.0,465979.9,23476.15,5864864.0,1272.9698,14717601.0,1373894.4,24448546.0,1459119.6,5036930.5,213817.1,22116.916,1353695.6,3085055.0,29877548.0,1349.1736,5326179.0,19090712.0,9474064.0,21609214.0,7321242.5,251754420.0,9878983.0,12217.16,13407225.0,0.0,22426002.0,124032.2,47699.883,4429579.0,19962234.0,10789949.0,5854481.0
2010,6876.157,4382266.5,17082396.0,0.0,1129430.5,42821.004,2232731.0,39071492.0,739189.4,14865.784,53677936.0,3811894.5,2902200.0,1078557.9,9564747.0,2111922.0,8206410.0,24655762.0,3583174.0,216591.44,47460.6,1312709.8,15758526.0,111779.266,10347325.0,162681490.0,48039.277,115502.36,177328.44,8618952.0,10486309.0,39159936.0,2366904.2,8257205.0,434697540.0,3200047.0,5847047.0,16278255.0,1726441.5,4529.4517,20015710.0,58943.586,79072.49,1518318.1,3819520.0,377402.6,5510836.0,39986630.0,260610.02,13204.821,5018489.0,2964059.8,6910072.5,5149864.5,22378120.0,1464721.1,20920838.0,1686769.6,37724636.0,7836415.0,334067.88,38572424.0,13295.102,602176.75,29869908.0,1750911.5,4521901.5,4724474.0,390280.38,764556.6,53753.87,5497321.0,10594.9795,3908105.2,562242.44,647421.4,2272362.8,2536271.8,1602221.9,6332159.0,56457492.0,236617170.0,8537408.0,29225602.0,5939235.5,343017.12,2455737.2,16516589.0,408919.6,1243633.8,22085088.0,11482797.0,15400179.0,1554907.6,4423694.0,6153.183,9162.089,12444296.0,883535.94,2606883.0,883081.94,453575.0,1957081.5,19309.113,9596.787,2539899.5,698721.94,5531508.5,350987.47,1980640.5,38195.207,7605625.5,797726.56,7553201.0,30415.371,101512720.0,0.0,591549.4,9969773.0,57915.035,15782418.0,180681.56,8688880.0,11944544.0,2723126.2,192288.55,2834612.8,9728718.0,3927993.5,7495302.5,31930546.0,2458457.5,399.86166,9724071.0,4020176.2,5395836.5,541.1772,13709806.0,913812.2,2671178000.0,50217024.0,1239601.1,8467408.0,12107627.0,38045.723,1668764.8,27453024.0,2747337.0,3390672.0,7791873.5,540463.44,10209497.0,71781770.0,1553015.1,8460353.0,25908668.0,4787790.0,1336263.6,0.0,32711.846,1053309.6,1417979.9,6291974.0,3685961.2,17687530.0,15657.531,226703.05,2795169.8,810462.56,10517996.0,497848.5,21116.238,5112699.5,1160.3954,15826714.0,1366084.9,25560006.0,1476476.9,5212077.0,207645.73,21451.553,1373599.2,3028244.8,29191384.0,1323.2943,5675421.5,19687794.0,10131175.0,23275864.0,7301329.0,258170820.0,10337249.0,11701.3,12441566.0,0.0,20545648.0,126953.055,51422.734,4553060.0,20403146.0,11836452.0,6205238.0
2011,4293.3833,4515846.5,17600268.0,0.0,1172188.6,39360.78,2232163.8,40157548.0,772658.44,13209.805,102515510.0,3971902.0,3006293.8,1147961.0,9504386.0,2181959.5,8214380.0,25744762.0,4174038.0,210925.3,51030.676,1452680.6,29421468.0,167450.6,8259025.5,160296620.0,45728.09,110884.305,182536.6,11193411.0,11232304.0,41458092.0,2306617.0,7989704.5,441329800.0,3397939.2,5748036.0,15531255.0,1824016.1,4609.9644,19353324.0,59997.914,81146.39,1714170.0,3873475.5,368531.53,5705701.5,38884796.0,258402.25,13358.478,5101340.5,2925058.0,7086270.5,5218952.0,23000800.0,1533310.4,20110280.0,1699035.2,37335536.0,7533067.5,328944.34,37295948.0,14114.103,571587.0,29705846.0,1762201.9,4959029.5,5058342.0,369533.66,750377.7,57492.86,5231947.0,8863.903,4177704.8,476855.06,680935.0,2552770.8,2646265.0,1624674.9,6417713.0,59952944.0,244344160.0,8421337.0,26698492.0,6228843.5,347042.56,2546307.8,16345198.0,406739.22,1293205.9,21289246.0,10395143.0,15906502.0,1605401.2,4683994.0,6055.0293,8431.054,12477370.0,911986.8,2269191.2,990059.4,453850.56,1788369.0,17716.174,9626.016,2765735.0,709505.25,6087735.5,351647.0,2005551.2,38575.914,7981901.5,859199.25,7603297.5,29799.855,104400240.0,0.0,601061.7,10131087.0,54874.137,15739937.0,174524.11,9566969.0,10876930.0,2672210.2,208851.84,2895735.8,9885918.0,6352428.5,7673676.5,32936868.0,2691397.5,372.8425,9664999.0,4072408.8,5571188.0,538.60114,13794329.0,966727.1,2766552800.0,51136516.0,1249788.1,8625672.0,11505581.0,47300.203,1619277.2,27192712.0,2866711.5,3101275.2,8179505.0,564048.44,10173335.0,75461000.0,1510570.8,9212555.0,25617090.0,4941370.0,1216981.6,0.0,32714.873,1109145.1,1377442.8,6328613.5,3824208.0,18629734.0,16242.025,219186.83,3077150.2,809427.1,10047585.0,503763.22,20076.398,5499461.5,959.19446,16626681.0,1661456.6,25523182.0,1492615.0,5099506.5,208964.86,21150.018,1473065.6,3061325.5,29258080.0,1298.8353,5503494.5,19978154.0,9963129.0,26242412.0,7221242.0,257852260.0,10845917.0,10837.612,11991659.0,0.0,19399982.0,130952.86,53958.57,4517824.5,20264084.0,11591411.0,6347188.0
2012,6348.497,4532039.0,16848720.0,0.0,1168324.8,40340.848,2268573.2,39694164.0,931333.56,13787.818,103196280.0,3787241.0,3105830.5,1183299.6,9346018.0,2233765.2,8258368.0,25250474.0,3305858.2,215335.69,47815.543,1523069.1,29557086.0,134903.78,8234621.0,161812460.0,48059.36,120937.484,186412.45,4307683.0,9317338.0,43250036.0,2268680.8,8315608.0,448537760.0,3476919.8,5675595.0,15082595.0,1773587.2,4834.19,18453614.0,60505.176,79931.51,1665690.0,3866070.5,362749.16,6020383.5,39149724.0,264137.44,13162.345,5216134.5,2850798.0,7613777.0,5089864.0,22751474.0,1538220.4,19523912.0,1718970.9,39377664.0,7420686.5,332186.1,37960690.0,14168.702,527831.1,29707036.0,1849190.0,4820396.0,5580170.5,333177.56,835662.2,55753.516,4831070.5,9878.865,4205191.0,538586.06,670031.4,2407606.2,2335025.5,1652721.2,6538906.0,61785704.0,244453810.0,8869667.0,27769626.0,6580250.0,348889.88,2655484.0,16755644.0,417215.56,1353795.0,21362016.0,10270821.0,16000535.0,1677475.6,4471553.0,6127.144,6512.461,12640030.0,931573.7,2604783.5,1101670.0,490890.56,1936455.4,18753.244,9274.2295,2542604.5,700470.7,6216687.5,341253.44,2070855.4,40639.02,7598410.0,827433.25,7767131.5,38979.477,104258264.0,0.0,568835.9,10325430.0,55860.867,16514074.0,180073.67,10230060.0,11291564.0,2769966.2,224237.06,2938096.0,10047401.0,6926791.0,8182513.0,34110230.0,2825694.0,400.0887,12512987.0,4099064.2,5664408.5,536.7281,13933140.0,1023970.06,2795043300.0,49683610.0,1312871.6,8642985.0,11279543.0,65067.383,1652913.1,27759504.0,2640051.8,3235367.5,8202058.5,599324.4,9435403.0,73973370.0,1575754.5,9753612.0,27180038.0,4570172.0,1198754.9,0.0,33402.73,1381371.5,1346785.1,6409655.5,4313538.5,19791452.0,16757.885,232218.27,2997680.2,792773.1,9057271.0,509092.84,21701.248,5185546.5,1025.4083,17535806.0,1466296.1,26222018.0,1601526.4,5221746.0,223567.0,21740.945,1426669.1,3117378.5,43227444.0,1327.8204,5578812.5,21224268.0,10610871.0,25616202.0,7632494.5,252204020.0,11044283.0,10982.965,13241492.0,0.0,20374300.0,131842.98,55426.082,4545997.0,20667904.0,12636979.0,5899738.5
